36

6.32 5.39 4.47 3.61 2.83 2.24 2.00 2.24 2.83 6.08 5.10 4.12 3.16 2.24 1.41 1.00 1.41 2.24 6.00 5.00 4.00 3.00 2.00 1.00 0.00 1.00 2.00 6.08 5.10 4.12 3.16 2.24 1.41 1.00 1.41 2.24 
7.28 6.32 5.39 4.47 3.61 2.83 2.24 2.00 2.24 7.07 6.08 5.10 4.12 3.16 2.24 1.41 1.00 1.41 7.00 6.00 5.00 4.00 3.00 2.00 1.00 0.00 1.00 7.07 6.08 5.10 4.12 3.16 2.24 1.41 1.00 1.41 
8.25 7.28 6.32 5.39 4.47 3.61 2.83 2.24 2.00 8.06 7.07 6.08 5.10 4.12 3.16 2.24 1.41 1.00 8.00 7.00 6.00 5.00 4.00 3.00 2.00 1.00 0.00 8.06 7.07 6.08 5.10 4.12 3.16 2.24 1.41 1.00 
3.00 3.16 3.61 4.24 5.00 5.83 6.71 7.62 8.54 2.00 2.24 2.83 3.61 4.47 5.39 6.32 7.28 8.25 1.00 1.41 2.24 3.16 4.12 5.10 6.08 7.07 8.06 0.00 1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 
3.16 3.00 3.16 3.61 4.24 5.00 5.83 6.71 7.62 2.24 2.00 2.24 2.83 3.61 4.47 5.39 6.32 7.28 1.41 1.00 1.41 2.24 3.16 4.12 5.10 6.08 7.07 1.00 0.00 1.00 2.00 3.00 4.00 5.00 6.00 7.00 
3.61 3.16 3.00 3.16 3.61 4.24 5.00 5.83 6.71 2.83 2.24 2.00 2.24 2.83 3.61 4.47 5.39 6.32 2.24 1.41 1.00 1.41 2.24 3.16 4.12 5.10 6.08 2.00 1.00 0.00 1.00 2.00 3.00 4.00 5.00 6.00 
4.24 3.61 3.16 3.00 3.16 3.61 4.24 5.00 5.83 3.61 2.83 2.24 2.00 2.24 2.83 3.61 4.47 5.39 3.16 2.24 1.41 1.00 1.41 2.24 3.16 4.12 5.10 3.00 2.00 1.00 0.00 1.00 2.00 3.00 4.00 5.00 
5.00 4.24 3.61 3.16 3.00 3.16 3.61 4.24 5.00 4.47 3.61 2.83 2.24 2.00 2.24 2.83 3.61 4.47 4.12 3.16 2.24 1.41 1.00 1.41 2.24 3.16 4.12 4.00 3.00 2.00 1.00 0.00 1.00 2.00 3.00 4.00 
5.83 5.00 4.24 3.61 3.16 3.00 3.16 3.61 4.24 5.39 4.47 3.61 2.83 2.24 2.00 2.24 2.83 3.61 5.10 4.12 3.16 2.24 1.41 1.00 1.41 2.24 3.16 5.00 4.00 3.00 2.00 1.00 0.00 1.00 2.00 3.00 
6.71 5.83 5.00 4.24 3.61 3.16 3.00 3.16 3.61 6.32 5.39 4.47 3.61 2.83 2.24 2.00 2.24 2.83 6.08 5.10 4.12 3.16 2.24 1.41 1.00 1.41 2.24 6.00 5.00 4.00 3.00 2.00 1.00 0.00 1.00 2.00 
7.62 6.71 5.83 5.00 4.24 3.61 3.16 3.00 3.16 7.28 6.32 5.39 4.47 3.61 2.83 2.24 2.00 2.24 7.07 6.08 5.10 4.12 3.16 2.24 1.41 1.00 1.41 7.00 6.00 5.00 4.00 3.00 2.00 1.00 0.00 1.00 
8.54 7.62 6.71 5.83 5.00 4.24 3.61 3.16 3.00 8.25 7.28 6.32 5.39 4.47 3.61 2.83 2.24 2.00 8.06 7.07 6.08 5.10 4.12 3.16 2.24 1.41 1.00 8.00 7.00 6.00 5.00 4.00 3.00 2.00 1.00 0.00 

